98000009-rnf14
98004881-lclt1
98004893-fli1
98004894-rab5b
98004895-snrk
98004903-sc6a6
98004905-atpf2
98004908-erf
98004913-cj011
98004918-parg
98004921-ddx6
98004927-gp183
98004930-drd4
98004933-aimp1
98004942-scaf8
98004946-unc9
98004948-hpgds-2
98004957-1a1l2
98004958-unknown-112
98004963-cyta
98004979-ylat2
98004982-ck054
98004983-unknown-113
98005013-unknown-114
98005026-syt2
98005030-tri56-2
98005039-dlg1
98005048-asah1
98005057-rxfp1
98005062-anx13
98005065-akap9
98005067-sywc
98005071-vax1
98005072-ngly1
98005076-vas1
98005077-s18b1-5
98005090-unknown-115
98005092-lrat
98005102-unknown-116
98005107-unknown-117
98005110-smca2
98005113-bromi
98005115-unknown-118
98005118-exog
98005122-pccb
98005127-nup93
98005128-dctn1
98005129-eftu
98005135-gmip
98005138-crym
98005140-ty3h
98005151-mx2
98005158-foxg1
98005166-zw10
98005168-pfd2
98005172-unknown-119
98005173-fbx4
98005177-actb
98005180-itpr3
98005184-glrx2
98005192-leu1
98005193-cl16a
98005197-pimt
98005205-fbxl7
98005206-mpdz
98005218-unknown-120
98005225-rl26l
98005232-grik3
98005240-nk3r
98005247-rpp30
98005252-ddx5
98005261-tt39c
98005268-zap70
98005272-txd17
98005280-sdk2
98005297-unknown-121
98005300-asic2-2
98005301-unknown-122
98005309-pex16
98005311-ppap
98005313-cln3
98005314-emc6
98005318-unknown-123
98005335-grp2
98005336-unknown-124
98005345-cb042
98005350-dc2l1
98005351-nud18
98005354-hpgds-3
98005359-tmed7
98005373-unknown-125
98005383-unknown-126
98005390-prld1
98005401-unknown-127
98005420-nol12
98005422-a16a1
98005429-clpx
98005432-unknown-128
98005433-aifm3
98005441-ampl
98005448-cmtr2
98005453-fwch1-2
98005455-sl9b2
98005458-fgfr3
98005460-unknown-129
98005464-plcb-2
98005478-unknown-130
98005481-socs7
98005483-ubcp1
98005484-tril
98005488-dcp1b
98005494-trm6
98005515-asz1
98005524-nu155
98005529-sp130
98005532-rer1
98005535-coasy
98005541-kmcp1
98005555-aqr
98005557-ggt1
98005558-rasa1
98005562-slx4
98005568-fr1op
98005569-5ht1d
98005571-unknown-131
98005573-unknown-132
98005582-invs
98005584-rpac1
98005603-ldb2
98005607-oprm
98005613-nckx3
98005616-unknown-133
98005618-unknown-134
98005621-ebp2
98005626-unknown-135
98005633-iah1
98005636-unknown-136
98005641-unknown-137
98005642-pdcd6
98005646-otop3
98005647-kcc2d
98005648-elk1
98005650-dps1
98005653-loxh1
98005657-epha5
98005663-trpm6-2
98005688-ece2-2
98005692-mybpp
98005700-cln5a
98005703-brd7
98005704-cp080-2
98005719-unknown-138
98005726-pcdp1
98005727-xrn2
98005731-unknown-139
98005732-setmr
98005736-dcor
98005743-galt1
98005748-unknown-140
98005751-micu3
98005752-foxc2
98005753-pigt
98005757-ogt1
98005762-ugdh
98005766-tif1a
98005772-efts
98005776-pex12
98005781-gna1
98005782-mfs2a-2
98005784-ssr5-2
98005786-unknown-141
98005798-rab21
98005799-c1t9b
98005803-fpps
98005811-rraga
98005818-tekt1
98005823-y3950
98005827-ppal-2
98005832-zn124
98005841-sarnp
98005844-cox11
98005850-tf65
98005864-rfc2
98005867-gbrb3-2
98005874-tsh3
98005883-dc1i2
98005886-mica2
98005887-lhpl2
98005894-srek1
98005900-unknown-142
98005904-sfrp4
98005906-aakg1
98005908-s27a4-2
98005915-ct027
98005919-lman1
98005923-unknown-143
98005936-ctbp2
98005952-anx13-2
98005954-ce290
98005971-ssr1
98005977-naa30
98005980-wdr7
98005981-tusc
98005985-5ht1f
98005986-unknown-144
98005988-rac1
98005999-unknown-145
98006007-mael
98006013-maat1
98006040-unknown-146
98006057-mlh1
98006059-tri50-2
98006060-fbt5
98006062-cp2u1
98006063-scc4
98006066-ubp43
98006067-unknown-147
98006068-cued1
98006075-5ht1a
98006083-acsf2-3
98006087-syt7-2
98006094-zn155
98006101-tmx2
98006103-tm222
98006105-hrh2-2
98006106-cac1i
98006110-plxb2
98006116-mter1
98006118-hgs
98006120-vrk1
98006138-dock3
98006146-atad1
98006161-tekt4
98006164-ccd33
98006168-iah1-2
98006181-aifm2
98006187-spns2
98006196-unknown-148
98006200-hd
98006201-odfp2
98006203-zc3h4
98006216-ml12b
98006225-lum
98006228-guaa
98006231-kpce
98006254-crls1
98006262-szt2
98006267-ce120
98006270-nsma3
98006273-unknown-149
98006274-skiv2
98006280-setd3
98006281-acha5
98006284-dpm1
98006290-psb1
98006294-fa46a
98006297-ltor4
98006299-exoc2
98006301-calm-4
98006302-unknown-150
98006308-unknown-151
98006312-daw1
98006322-es8l1
98006326-cgat2
98006328-mpi
98006334-unknown-152
98006338-rnt2
98006340-pp4r4
98006345-smc2
98006350-sgsm3
98006356-znrf1
98006365-gtd2b
98006374-tbl2
98006386-ra51c
98006395-co6a2
98006404-elov4
98006405-unknown-153
98006407-gsk3b
98006415-ino80
98006419-rab14
98006421-unknown-154
98006423-ppr37
98006425-cc135
98006429-asic2-3
98006432-ilvbl
98006437-ddx58
98006449-s22a2
98006450-ymel1
98006451-cbr1
98006461-fa89a
98006467-trpa1
98006476-dhso
98006481-ssr2
98006482-casc1
98006486-rcan1
98006490-dptor
98006491-tmm19
98006494-cdc27
98006499-tri65-2
98006500-jos1
98006504-st1c2-2
98006505-unknown-155
98006510-arsk
98006517-e2f5
98006528-rb6i2
98006529-unknown-156
98006536-psa7
98006538-mltk
98006540-met7b
98006544-st4a1
98006566-phb2
98006570-rdh11-2
98006571-tagl3
98006572-zn202
98006583-bub1
98006595-xpo4
98006596-rsgi5-2
98006598-lcap-2
98006611-unknown-157
98006615-gcr
98006619-unknown-158
98006629-cant1-2
98006634-catb
98006653-pan3
98006657-zc3he
98006673-unknown-159
98006679-symc
98006685-sl9a2
98006686-calm-5
98006695-catk
98006697-dd3-2
98006703-pnp
98006707-unc5c-2
98006710-svop
98006711-ccr6
98006714-rslaa
98006716-hmcn1-2
98006718-gnpi1
98006719-ap1m1
98006724-unknown-160
98006727-aofa
98006730-tri46
98006733-ppgb
98006739-setmr-2
98006748-unknown-161
98006752-larp1
98006756-pgdh
98006758-rpom
98006763-unknown-162
98006764-vps53
98006767-unknown-163
98006775-csn2
98006780-zfyv9
98006783-ferm1
98006788-cc177
98006793-unknown-164
98006795-atl1
98006799-cog5
98006802-nmd3a
98006805-nf7o
98006807-pgbd4
98006811-rab3c-2
98006818-5ht2b
98006843-unknown-165
98006847-unknown-166
98006850-hpgds-4
98006853-unknown-167
98006857-mtg2
98006859-radi
98006867-at2l1
98006871-sl9a8
98006876-mbtp2
98006894-aplf
98006899-unknown-168
98006907-unknown-169
98006910-unknown-170
98006920-panx2-4
98006923-ats3b
98006924-atp23
98006927-vps29
98006930-cog1
98006942-pcr10
98006945-titin
98006951-gys1
98006952-ubl5
98006958-pi16
98006963-c170b
98006973-pcat1
98006984-birc2-2
98006986-wapl
98006995-rbbp4
98006997-dus1
98006999-tex10
98007011-chss3
98007018-fucm
98007019-ggh
98007027-unknown-171
98007033-mica2-2
98007035-calm-6
98007046-sp30l
98007047-ikzf2
98007048-alkb6
98007052-gopc
98007054-c43bp
98007062-dhx58
98007063-lrc73
98007075-dek
98007079-agt2
98007090-tf7l2-2
98007093-zc3h3
98007097-catb-2
98007101-wdr53
98007103-nwd1
98007104-ppm1a
98007113-cog2
98007120-unknown-172
98007127-sen34
98007132-arc1a
98007141-unknown-173
98007148-sl9a6
98007155-djb11
98007156-unknown-174
98007158-nfkb2
98007165-mrc2
98007166-hnf4a
98007176-epn4
98007179-unknown-175
98007181-unknown-176
98007182-1433b
98007185-unknown-177
98007188-brs3
98007190-atpg
98007191-fbxl7-2
98007196-crcm
98007197-ap3s1
98007199-parg-2
98007212-bodg
98007213-unknown-178
98007221-nsdhl
98007227-zn423-2
98007228-fgd6
98007229-ptn3
98007241-trpm8-2
98007243-lrrc3
98007247-unknown-179
98007251-edem1
98007256-asic2-4
98007259-lcap-3
98007268-unknown-180
98007272-ptn13
98007276-tim22
98007277-unknown-181
98007279-sspo
98007281-unknown-182
98007285-pcr6
98007300-gsap
98007304-big3
98007306-nisch
98007307-o2ag1
98007320-hial1
98007326-arf1-3
98007333-stk38
98007338-unknown-183
98007339-zn155-2
98007348-unknown-184
98007351-arp2
98007357-zc3hf
98007366-armc3
98007367-ub2j2
98007368-zn782
98007379-acha7
98007380-fhl3-2
98007382-mcm10
98007383-ruvb1
98007388-seh1
98007392-ccd87
98007402-pub57
98007417-lcap-4
98007418-cox16
98007419-ce112
98007423-mdn1
98007427-anxa7
98007435-slit3
98007438-tm242
98007444-rtxe
98007447-vps4a
98007448-wipf1
98007453-mi4gd
98007454-cox15
98007456-nduv2
98007458-i2bp2
98007459-hecd1
98007467-cnbd1
98007480-cc103
98007481-s17a9
98007484-brs4
98007487-mtna
98007490-trpm7
98007491-apmap
98007494-mthsd
98007500-aspm
98007503-apc1
98007517-tri50-3
98007519-ift81
98007520-unknown-185
98007529-ssra
98007538-rn115
98007542-avil
98007547-rab15
98007568-unknown-186
98007571-lyam1
98007573-tenr
98007575-unknown-187
98007584-syac
98007595-gria2-2
98007600-s35g1
98007603-f10c1
98007607-cpt1a-3
98007609-suox
98007610-rcbt1
98007613-dpy30
98007614-fsla
98007624-wdr27
98007630-tspoa-3
98007635-tigd4
98007643-depd5
98007647-ca2d3
98007657-loxh1-2
98007658-s35g1-2
98007665-unknown-188
98007669-cbr3
98007670-tens3
98007672-sas6
98007680-rae1l
98007686-cxxc1
98007690-glra2
98007696-grdn
98007698-ngdn
98007700-s18b1-6
98007701-rcc1
98007714-pcy1a
98007728-birc5
98007735-unknown-189
98007746-shlb1
98007747-smal1
98007756-pxdc2
98007765-unknown-190
98007769-cnd1
98007777-rnps1
98007788-cand1
98007793-npy4r
98007794-kap1
98007798-heat6
98007801-unknown-191
98007807-unknown-192
98007808-kc1a
98007811-kctd3
98007831-sc61g
98007839-mrp7-2
98007841-zn366
98007842-fancm
98007857-trpm3
98007861-ddx5-2
98007862-fxdc2-2
98007864-djc16
98007868-unknown-193
98007871-elov4-2
98007873-titin-2
98007877-myh10
98007880-1433e
98007882-rttn
98007888-elmo2
98007898-armc2
98007908-ncl2
98007910-acha6
98007920-dcaf6
98007925-opa1
98007927-unknown-194
98007930-cc084
98007937-rl27
98007938-rbbp4-2
98007946-prs4
98007947-narfl
98007949-lphn3-2
98007966-gbrr2
98007970-hcdh
98007972-cherp
98007985-skil
98007989-thoc5
98008015-kin17
98008016-unknown-195
98008024-zcpw1
98008025-odo1
98008026-cp2c8-2
98008033-dpoe3
98008039-tmm70
98008045-mph6
98008050-ccdc6
98008056-unknown-196
98008058-acsf3
98008063-hpgds-5
98008078-src-2
98008081-faxc
98008084-kad6
98008088-ppk
98008095-rad9a
98008096-trpa1-2
98008100-unknown-197
98008109-capon
98008110-unc4
98008111-tusc3
98008114-unknown-198
98008118-pls3
98008120-nek4
98008132-sfxn1
98008136-unknown-199
98008138-tidc1
98008143-rb22a-2
98008149-acdsb
98008162-unknown-200
98008165-tf7l2-3
98008172-tf2aa
98008175-hem3
98008186-unknown-201
98008188-tbcd
98008197-oser1
98008203-kcnb2
98008209-pgbd4-2
98008212-hdac3
98008216-arf3
98008220-wdr54
98008221-taok1
98008223-nmur2
98008233-npsr1
98008238-setmr-3
98008242-unknown-202
98008244-cbr1-2
98008245-myof
98008246-dhs27
